ShipmentID,OrderID,CourierID,WarehouseID,ExpectedDeliveryDays,LateProbability,FailedProbability,BaseShippingCost,ShippingCost,OrderDate,ExpectedDeliveryDate,DeliveryDate,DeliveryStatus
236997,236997,7,9,3.5,0.14,0.04,210,239.56,2025-02-26,2025-03-02,2025-03-04,On Time
236998,236998,10,2,4.0,0.18,0.05,250,307.22,2025-03-06,2025-03-10,2025-03-11,On Time
236999,236999,3,7,4.8,0.24,0.07,260,282.23,2024-10-19,2024-10-24,2024-10-24,On Time
237000,237000,2,1,3.2,0.12,0.03,220,233.26,2023-02-01,2023-02-05,2023-02-05,On Time
237001,237001,5,3,5.2,0.28,0.08,280,314.57,2023-11-23,2023-11-29,2023-12-01,On Time
237002,237002,2,6,3.2,0.12,0.03,220,200.22,2024-09-02,2024-09-06,2024-09-07,On Time
237003,237003,4,2,2.8,0.1,0.03,200,228.26,2025-06-27,2025-06-30,2025-06-30,On Time
237004,237004,1,4,2.5,0.08,0.02,180,188.54,2025-03-26,2025-03-29,2025-03-29,On Time
237005,237005,8,1,6.0,0.32,0.09,300,367.68,2025-01-27,2025-02-02,2025-02-04,On Time
237006,237006,1,8,2.5,0.08,0.02,180,223.52,2025-08-02,2025-08-05,2025-08-06,On Time
237007,237007,8,4,6.0,0.32,0.09,300,365.71,2023-10-11,2023-10-17,2023-10-17,On Time
237008,237008,4,11,2.8,0.1,0.03,200,241.6,2024-01-22,2024-01-25,2024-01-27,On Time
237009,237009,6,10,2.2,0.06,0.015,240,210.0,2024-04-16,2024-04-19,2024-04-20,On Time
237010,237010,3,6,4.8,0.24,0.07,260,280.29,2023-09-18,2023-09-23,2023-09-23,On Time
237011,237011,3,7,4.8,0.24,0.07,260,234.87,2025-01-24,2025-01-29,2025-01-31,On Time
237012,237012,1,9,2.5,0.08,0.02,180,179.48,2024-02-19,2024-02-22,2024-02-23,On Time
237013,237013,9,14,3.0,0.09,0.025,190,208.97,2025-05-08,2025-05-11,2025-05-11,On Time
237014,237014,5,14,5.2,0.28,0.08,280,304.47,2023-06-23,2023-06-29,,Failed
237015,237015,2,12,3.2,0.12,0.03,220,219.59,2023-12-10,2023-12-14,2023-12-15,On Time
237016,237016,1,14,2.5,0.08,0.02,180,217.85,2024-08-06,2024-08-09,2024-08-10,On Time
237017,237017,7,13,3.5,0.14,0.04,210,235.89,2024-08-29,2024-09-02,2024-09-04,On Time
237018,237018,4,3,2.8,0.1,0.03,200,170.84,2023-04-10,2023-04-13,2023-04-14,On Time
237019,237019,5,4,5.2,0.28,0.08,280,267.33,2024-02-16,2024-02-22,2024-02-24,On Time
237020,237020,3,8,4.8,0.24,0.07,260,243.75,2024-08-11,2024-08-16,,Failed
237021,237021,4,4,2.8,0.1,0.03,200,185.33,2024-06-23,2024-06-26,2024-06-26,On Time
237022,237022,8,13,6.0,0.32,0.09,300,369.79,2024-03-04,2024-03-10,2024-03-13,Late
237023,237023,2,2,3.2,0.12,0.03,220,271.11,2023-11-22,2023-11-26,2023-11-26,On Time
237024,237024,5,15,5.2,0.28,0.08,280,268.35,2025-09-15,2025-09-21,2025-09-23,On Time
237025,237025,1,7,2.5,0.08,0.02,180,207.96,2023-08-11,2023-08-14,2023-08-14,On Time
237026,237026,4,6,2.8,0.1,0.03,200,198.21,2025-04-17,2025-04-20,2025-04-21,On Time
237027,237027,9,12,3.0,0.09,0.025,190,215.57,2023-01-23,2023-01-26,2023-02-02,Late
237028,237028,9,14,3.0,0.09,0.025,190,201.03,2023-05-26,2023-05-29,2023-05-29,On Time
237029,237029,9,13,3.0,0.09,0.025,190,179.83,2023-04-20,2023-04-23,2023-04-23,On Time
237030,237030,6,15,2.2,0.06,0.015,240,292.26,2025-10-25,2025-10-28,2025-10-28,On Time
237031,237031,3,15,4.8,0.24,0.07,260,283.97,2025-02-19,2025-02-24,2025-03-02,Late
237032,237032,4,13,2.8,0.1,0.03,200,179.81,2025-06-11,2025-06-14,2025-06-16,On Time
237033,237033,3,10,4.8,0.24,0.07,260,305.44,2024-08-06,2024-08-11,2024-08-11,On Time
237034,237034,9,3,3.0,0.09,0.025,190,192.42,2025-04-18,2025-04-21,2025-04-22,On Time
237035,237035,1,7,2.5,0.08,0.02,180,179.25,2023-07-14,2023-07-17,2023-07-17,On Time
237036,237036,3,12,4.8,0.24,0.07,260,274.27,2023-11-28,2023-12-03,2023-12-05,On Time
237037,237037,5,6,5.2,0.28,0.08,280,319.82,2023-11-10,2023-11-16,2023-11-20,Late
237038,237038,4,10,2.8,0.1,0.03,200,184.49,2024-12-13,2024-12-16,2024-12-18,On Time
237039,237039,9,15,3.0,0.09,0.025,190,199.3,2024-06-11,2024-06-14,2024-06-14,On Time
237040,237040,2,8,3.2,0.12,0.03,220,216.78,2024-09-05,2024-09-09,2024-09-10,On Time
237041,237041,7,12,3.5,0.14,0.04,210,226.97,2023-07-07,2023-07-11,2023-07-12,On Time
237042,237042,2,5,3.2,0.12,0.03,220,273.86,2023-02-26,2023-03-02,2023-03-04,On Time
237043,237043,2,10,3.2,0.12,0.03,220,235.84,2025-11-04,2025-11-08,2025-11-10,On Time
237044,237044,1,5,2.5,0.08,0.02,180,155.69,2025-04-23,2025-04-26,2025-04-26,On Time
237045,237045,7,14,3.5,0.14,0.04,210,205.36,2025-07-22,2025-07-26,2025-07-27,On Time
237046,237046,5,12,5.2,0.28,0.08,280,346.82,2025-12-17,2025-12-23,2025-12-25,On Time
237047,237047,6,9,2.2,0.06,0.015,240,256.83,2024-06-01,2024-06-04,2024-06-04,On Time
237048,237048,5,13,5.2,0.28,0.08,280,287.63,2023-11-16,2023-11-22,2023-11-22,On Time
237049,237049,1,7,2.5,0.08,0.02,180,179.04,2025-03-08,2025-03-11,2025-03-13,On Time
237050,237050,8,1,6.0,0.32,0.09,300,286.87,2024-07-19,2024-07-25,2024-07-25,On Time
237051,237051,3,12,4.8,0.24,0.07,260,294.95,2024-07-25,2024-07-30,2024-07-31,On Time
237052,237052,10,8,4.0,0.18,0.05,250,223.78,2025-05-08,2025-05-12,2025-05-13,On Time
237053,237053,6,6,2.2,0.06,0.015,240,268.04,2024-10-06,2024-10-09,2024-10-09,On Time
237054,237054,7,11,3.5,0.14,0.04,210,262.43,2025-09-19,2025-09-23,2025-09-23,On Time
237055,237055,7,3,3.5,0.14,0.04,210,228.44,2024-12-29,2025-01-02,2025-01-04,On Time
237056,237056,5,11,5.2,0.28,0.08,280,283.81,2023-01-05,2023-01-11,2023-01-17,Late
237057,237057,10,6,4.0,0.18,0.05,250,247.07,2023-11-18,2023-11-22,2023-11-24,On Time
237058,237058,2,6,3.2,0.12,0.03,220,243.07,2024-10-26,2024-10-30,2024-10-30,On Time
237059,237059,3,2,4.8,0.24,0.07,260,318.58,2024-11-25,2024-11-30,2024-12-04,Late
237060,237060,7,12,3.5,0.14,0.04,210,182.18,2025-01-28,2025-02-01,2025-02-01,On Time
237061,237061,5,11,5.2,0.28,0.08,280,323.53,2023-09-30,2023-10-06,2023-10-07,On Time
237062,237062,5,6,5.2,0.28,0.08,280,322.18,2024-09-21,2024-09-27,2024-09-29,On Time
237063,237063,4,10,2.8,0.1,0.03,200,247.82,2024-10-20,2024-10-23,2024-10-25,On Time
237064,237064,1,10,2.5,0.08,0.02,180,178.71,2024-01-30,2024-02-02,2024-02-02,On Time
237065,237065,6,10,2.2,0.06,0.015,240,239.96,2024-12-04,2024-12-07,2024-12-09,On Time
237066,237066,2,4,3.2,0.12,0.03,220,213.02,2024-07-27,2024-07-31,2024-08-02,On Time
237067,237067,6,1,2.2,0.06,0.015,240,237.29,2025-12-21,2025-12-24,2025-12-26,On Time
237068,237068,7,13,3.5,0.14,0.04,210,199.61,2024-01-27,2024-01-31,2024-01-31,On Time
237069,237069,4,14,2.8,0.1,0.03,200,174.74,2023-05-17,2023-05-20,2023-05-27,Late
237070,237070,9,9,3.0,0.09,0.025,190,195.79,2025-10-12,2025-10-15,2025-10-15,On Time
237071,237071,10,4,4.0,0.18,0.05,250,218.24,2024-02-23,2024-02-27,2024-02-28,On Time
237072,237072,4,13,2.8,0.1,0.03,200,219.15,2025-05-17,2025-05-20,2025-05-21,On Time
237073,237073,9,3,3.0,0.09,0.025,190,174.04,2025-05-30,2025-06-02,2025-06-02,On Time
237074,237074,5,8,5.2,0.28,0.08,280,278.45,2024-10-25,2024-10-31,2024-11-01,On Time
237075,237075,1,1,2.5,0.08,0.02,180,218.73,2023-11-07,2023-11-10,2023-11-11,On Time
237076,237076,5,3,5.2,0.28,0.08,280,341.6,2024-02-15,2024-02-21,2024-02-23,On Time
237077,237077,7,2,3.5,0.14,0.04,210,252.4,2024-06-18,2024-06-22,2024-06-23,On Time
237078,237078,9,11,3.0,0.09,0.025,190,196.91,2023-09-03,2023-09-06,2023-09-07,On Time
237079,237079,10,7,4.0,0.18,0.05,250,227.84,2023-02-05,2023-02-09,2023-02-12,Late
237080,237080,8,14,6.0,0.32,0.09,300,295.32,2023-10-30,2023-11-05,2023-11-07,On Time
237081,237081,10,4,4.0,0.18,0.05,250,291.35,2025-02-21,2025-02-25,2025-03-01,Late
237082,237082,9,2,3.0,0.09,0.025,190,215.55,2024-03-22,2024-03-25,2024-03-30,Late
237083,237083,7,5,3.5,0.14,0.04,210,235.89,2024-08-31,2024-09-04,2024-09-04,On Time
237084,237084,7,2,3.5,0.14,0.04,210,185.95,2024-04-08,2024-04-12,2024-04-13,On Time
237085,237085,1,4,2.5,0.08,0.02,180,215.88,2025-07-31,2025-08-03,,Failed
237086,237086,4,1,2.8,0.1,0.03,200,224.84,2023-10-28,2023-10-31,2023-11-01,On Time
237087,237087,5,13,5.2,0.28,0.08,280,258.1,2024-03-17,2024-03-23,,Failed
237088,237088,5,10,5.2,0.28,0.08,280,347.1,2023-10-27,2023-11-02,,Failed
237089,237089,10,2,4.0,0.18,0.05,250,302.28,2025-08-09,2025-08-13,2025-08-15,On Time
237090,237090,6,10,2.2,0.06,0.015,240,213.76,2024-08-20,2024-08-23,2024-08-28,Late
237091,237091,10,3,4.0,0.18,0.05,250,266.44,2025-08-19,2025-08-23,2025-08-23,On Time
237092,237092,3,14,4.8,0.24,0.07,260,294.06,2025-04-19,2025-04-24,2025-05-02,Late
237093,237093,2,15,3.2,0.12,0.03,220,242.5,2024-11-02,2024-11-06,2024-11-07,On Time
237094,237094,6,1,2.2,0.06,0.015,240,278.41,2023-11-06,2023-11-09,2023-11-09,On Time
237095,237095,5,9,5.2,0.28,0.08,280,274.7,2024-04-12,2024-04-18,2024-04-21,Late
237096,237096,4,10,2.8,0.1,0.03,200,245.58,2025-07-03,2025-07-06,2025-07-07,On Time
237097,237097,8,1,6.0,0.32,0.09,300,350.65,2024-03-19,2024-03-25,2024-03-26,On Time
237098,237098,6,5,2.2,0.06,0.015,240,280.65,2024-10-24,2024-10-27,2024-10-27,On Time
237099,237099,5,14,5.2,0.28,0.08,280,329.38,2023-04-30,2023-05-06,,Failed
237100,237100,3,14,4.8,0.24,0.07,260,274.39,2024-04-15,2024-04-20,2024-04-22,On Time
237101,237101,10,5,4.0,0.18,0.05,250,289.42,2024-11-12,2024-11-16,2024-11-18,On Time
237102,237102,9,1,3.0,0.09,0.025,190,192.59,2025-03-13,2025-03-16,2025-03-16,On Time
237103,237103,8,1,6.0,0.32,0.09,300,304.25,2025-09-23,2025-09-29,2025-10-01,Late
237104,237104,10,15,4.0,0.18,0.05,250,228.01,2023-08-24,2023-08-28,2023-08-29,On Time
237105,237105,2,15,3.2,0.12,0.03,220,246.02,2023-04-01,2023-04-05,2023-04-05,On Time
237106,237106,8,7,6.0,0.32,0.09,300,330.44,2024-10-25,2024-10-31,2024-11-02,On Time
237107,237107,4,13,2.8,0.1,0.03,200,203.44,2023-01-31,2023-02-03,2023-02-04,On Time
237108,237108,10,8,4.0,0.18,0.05,250,294.67,2025-02-03,2025-02-07,2025-02-08,On Time
237109,237109,2,14,3.2,0.12,0.03,220,259.03,2025-08-07,2025-08-11,2025-08-11,On Time
237110,237110,7,3,3.5,0.14,0.04,210,178.73,2025-11-30,2025-12-04,2025-12-04,On Time
237111,237111,4,14,2.8,0.1,0.03,200,194.26,2023-08-01,2023-08-04,2023-08-04,On Time
237112,237112,5,5,5.2,0.28,0.08,280,303.94,2024-07-07,2024-07-13,2024-07-13,On Time
237113,237113,4,8,2.8,0.1,0.03,200,195.9,2023-11-20,2023-11-23,2023-11-25,On Time
237114,237114,7,12,3.5,0.14,0.04,210,242.12,2024-10-20,2024-10-24,2024-10-24,On Time
237115,237115,8,8,6.0,0.32,0.09,300,310.23,2024-09-16,2024-09-22,2024-09-24,On Time
237116,237116,1,15,2.5,0.08,0.02,180,206.44,2024-12-26,2024-12-29,2024-12-29,On Time
237117,237117,4,10,2.8,0.1,0.03,200,241.47,2024-10-03,2024-10-06,2024-10-06,On Time
237118,237118,4,7,2.8,0.1,0.03,200,198.0,2023-05-09,2023-05-12,2023-05-14,On Time
237119,237119,10,10,4.0,0.18,0.05,250,309.36,2023-06-13,2023-06-17,2023-06-18,On Time
237120,237120,7,12,3.5,0.14,0.04,210,178.94,2025-10-05,2025-10-09,,Failed
237121,237121,5,5,5.2,0.28,0.08,280,279.17,2025-10-09,2025-10-15,2025-10-17,On Time
237122,237122,8,13,6.0,0.32,0.09,300,322.81,2025-02-06,2025-02-12,2025-02-13,On Time
237123,237123,2,14,3.2,0.12,0.03,220,219.77,2024-08-15,2024-08-19,2024-08-19,On Time
237124,237124,3,10,4.8,0.24,0.07,260,232.66,2024-04-14,2024-04-19,2024-04-23,Late
237125,237125,4,8,2.8,0.1,0.03,200,217.79,2024-05-02,2024-05-05,2024-05-06,On Time
237126,237126,9,2,3.0,0.09,0.025,190,163.24,2023-04-03,2023-04-06,2023-04-06,On Time
237127,237127,4,10,2.8,0.1,0.03,200,210.49,2025-12-07,2025-12-10,2025-12-10,On Time
237128,237128,7,10,3.5,0.14,0.04,210,261.16,2024-05-29,2024-06-02,2024-06-04,On Time
237129,237129,10,11,4.0,0.18,0.05,250,230.02,2025-05-08,2025-05-12,2025-05-13,On Time
237130,237130,3,3,4.8,0.24,0.07,260,289.68,2025-01-26,2025-01-31,2025-01-31,On Time
237131,237131,6,6,2.2,0.06,0.015,240,219.21,2024-04-24,2024-04-27,2024-04-29,On Time
237132,237132,8,4,6.0,0.32,0.09,300,292.17,2023-12-30,2024-01-05,2024-01-07,On Time
237133,237133,5,15,5.2,0.28,0.08,280,262.33,2024-12-17,2024-12-23,2024-12-23,On Time
237134,237134,7,6,3.5,0.14,0.04,210,215.83,2024-10-23,2024-10-27,2024-10-29,On Time
237135,237135,2,8,3.2,0.12,0.03,220,206.96,2023-02-22,2023-02-26,2023-02-28,On Time
237136,237136,2,12,3.2,0.12,0.03,220,254.24,2023-09-14,2023-09-18,2023-09-18,On Time
237137,237137,6,3,2.2,0.06,0.015,240,286.27,2024-03-06,2024-03-09,2024-03-10,On Time
237138,237138,9,4,3.0,0.09,0.025,190,202.05,2023-05-11,2023-05-14,2023-05-16,On Time
237139,237139,9,15,3.0,0.09,0.025,190,167.17,2025-01-13,2025-01-16,2025-01-16,On Time
237140,237140,8,14,6.0,0.32,0.09,300,364.31,2025-09-05,2025-09-11,2025-09-13,On Time
237141,237141,4,1,2.8,0.1,0.03,200,247.39,2023-11-07,2023-11-10,2023-11-11,On Time
237142,237142,7,2,3.5,0.14,0.04,210,210.4,2023-08-16,2023-08-20,2023-08-21,On Time
237143,237143,9,11,3.0,0.09,0.025,190,213.16,2025-12-30,2026-01-02,2026-01-04,On Time
237144,237144,6,8,2.2,0.06,0.015,240,216.18,2024-11-23,2024-11-26,2024-11-26,On Time
237145,237145,1,1,2.5,0.08,0.02,180,200.03,2025-05-17,2025-05-20,2025-05-21,On Time
237146,237146,3,3,4.8,0.24,0.07,260,244.06,2024-12-10,2024-12-15,2024-12-17,On Time
237147,237147,9,12,3.0,0.09,0.025,190,237.15,2025-12-24,2025-12-27,2025-12-27,On Time
237148,237148,3,5,4.8,0.24,0.07,260,291.39,2025-07-14,2025-07-19,,Failed
237149,237149,6,12,2.2,0.06,0.015,240,209.82,2024-05-29,2024-06-01,2024-06-02,On Time
237150,237150,10,6,4.0,0.18,0.05,250,245.71,2024-02-22,2024-02-26,,Failed
237151,237151,3,2,4.8,0.24,0.07,260,274.58,2024-10-16,2024-10-21,2024-10-21,On Time
237152,237152,5,7,5.2,0.28,0.08,280,338.96,2023-10-26,2023-11-01,,Failed
237153,237153,4,15,2.8,0.1,0.03,200,198.0,2023-03-09,2023-03-12,2023-03-14,On Time
237154,237154,8,11,6.0,0.32,0.09,300,352.05,2023-04-10,2023-04-16,2023-04-23,Late
237155,237155,1,11,2.5,0.08,0.02,180,222.8,2025-09-12,2025-09-15,2025-09-17,On Time
237156,237156,2,2,3.2,0.12,0.03,220,253.35,2025-05-16,2025-05-20,2025-05-22,On Time
237157,237157,6,6,2.2,0.06,0.015,240,263.11,2023-07-09,2023-07-12,2023-07-13,On Time
237158,237158,3,7,4.8,0.24,0.07,260,240.27,2025-10-06,2025-10-11,2025-10-13,On Time
237159,237159,3,13,4.8,0.24,0.07,260,274.85,2023-10-01,2023-10-06,2023-10-06,On Time
237160,237160,5,8,5.2,0.28,0.08,280,242.56,2024-03-13,2024-03-19,2024-03-20,On Time
237161,237161,7,1,3.5,0.14,0.04,210,245.75,2024-04-23,2024-04-27,,Failed
237162,237162,3,4,4.8,0.24,0.07,260,221.16,2023-11-16,2023-11-21,2023-11-28,Late
237163,237163,3,15,4.8,0.24,0.07,260,231.59,2023-01-24,2023-01-29,2023-02-04,Late
237164,237164,10,4,4.0,0.18,0.05,250,222.95,2023-10-17,2023-10-21,2023-10-23,On Time
237165,237165,3,1,4.8,0.24,0.07,260,318.79,2024-10-21,2024-10-26,2024-10-27,On Time
237166,237166,7,7,3.5,0.14,0.04,210,230.3,2025-09-25,2025-09-29,2025-09-29,On Time
237167,237167,9,4,3.0,0.09,0.025,190,162.75,2024-04-17,2024-04-20,2024-04-20,On Time
237168,237168,9,14,3.0,0.09,0.025,190,220.89,2024-03-07,2024-03-10,,Failed
237169,237169,5,1,5.2,0.28,0.08,280,280.63,2025-12-11,2025-12-17,2025-12-18,On Time
237170,237170,2,13,3.2,0.12,0.03,220,259.87,2025-03-12,2025-03-16,2025-03-16,On Time
237171,237171,5,8,5.2,0.28,0.08,280,338.46,2025-08-31,2025-09-06,2025-09-08,On Time
237172,237172,7,9,3.5,0.14,0.04,210,195.81,2024-11-11,2024-11-15,2024-11-17,On Time
237173,237173,6,1,2.2,0.06,0.015,240,254.18,2024-05-15,2024-05-18,2024-05-20,On Time
237174,237174,3,1,4.8,0.24,0.07,260,311.89,2024-06-19,2024-06-24,2024-06-26,On Time
237175,237175,9,11,3.0,0.09,0.025,190,193.28,2023-04-20,2023-04-23,2023-04-24,On Time
237176,237176,2,14,3.2,0.12,0.03,220,231.08,2023-11-06,2023-11-10,2023-11-10,On Time
237177,237177,4,15,2.8,0.1,0.03,200,172.22,2024-03-06,2024-03-09,2024-03-09,On Time
237178,237178,4,8,2.8,0.1,0.03,200,215.98,2025-03-08,2025-03-11,2025-03-12,On Time
237179,237179,1,7,2.5,0.08,0.02,180,191.88,2025-01-30,2025-02-02,2025-02-04,On Time
237180,237180,5,14,5.2,0.28,0.08,280,325.35,2024-04-24,2024-04-30,2024-05-01,On Time
237181,237181,9,2,3.0,0.09,0.025,190,216.86,2025-01-01,2025-01-04,2025-01-05,On Time
237182,237182,7,11,3.5,0.14,0.04,210,183.81,2023-05-28,2023-06-01,2023-06-02,On Time
237183,237183,6,9,2.2,0.06,0.015,240,214.17,2023-06-16,2023-06-19,2023-06-20,On Time
237184,237184,4,3,2.8,0.1,0.03,200,212.84,2024-05-05,2024-05-08,2024-05-10,On Time
237185,237185,7,12,3.5,0.14,0.04,210,243.53,2023-08-05,2023-08-09,2023-08-10,On Time
237186,237186,4,15,2.8,0.1,0.03,200,175.63,2025-09-09,2025-09-12,2025-09-14,On Time
237187,237187,7,13,3.5,0.14,0.04,210,251.35,2023-09-05,2023-09-09,2023-09-09,On Time
237188,237188,8,11,6.0,0.32,0.09,300,257.15,2024-06-22,2024-06-28,2024-06-30,On Time
237189,237189,6,5,2.2,0.06,0.015,240,282.36,2024-12-18,2024-12-21,2024-12-22,On Time
237190,237190,8,11,6.0,0.32,0.09,300,364.25,2025-07-11,2025-07-17,2025-07-18,On Time
237191,237191,6,1,2.2,0.06,0.015,240,288.23,2023-02-15,2023-02-18,2023-02-18,On Time
237192,237192,10,14,4.0,0.18,0.05,250,250.49,2024-04-15,2024-04-19,2024-04-20,On Time
237193,237193,3,15,4.8,0.24,0.07,260,283.1,2023-03-27,2023-04-01,2023-04-05,Late
237194,237194,7,2,3.5,0.14,0.04,210,189.11,2023-01-27,2023-01-31,,Failed
237195,237195,2,12,3.2,0.12,0.03,220,252.85,2023-11-19,2023-11-23,2023-11-25,On Time
237196,237196,1,9,2.5,0.08,0.02,180,196.12,2024-06-08,2024-06-11,2024-06-13,On Time
237197,237197,1,11,2.5,0.08,0.02,180,193.3,2023-10-31,2023-11-03,2023-11-05,On Time
237198,237198,7,1,3.5,0.14,0.04,210,253.91,2023-01-30,2023-02-03,2023-02-05,Late
237199,237199,1,3,2.5,0.08,0.02,180,207.89,2023-12-01,2023-12-04,2023-12-09,Late
237200,237200,4,15,2.8,0.1,0.03,200,191.32,2023-08-24,2023-08-27,2023-08-27,On Time
237201,237201,10,7,4.0,0.18,0.05,250,284.78,2023-09-22,2023-09-26,2023-09-28,On Time
237202,237202,8,8,6.0,0.32,0.09,300,260.64,2023-07-22,2023-07-28,2023-08-01,Late
237203,237203,2,15,3.2,0.12,0.03,220,213.22,2025-05-25,2025-05-29,2025-05-29,On Time
237204,237204,1,9,2.5,0.08,0.02,180,165.14,2023-09-18,2023-09-21,2023-09-23,On Time
237205,237205,2,7,3.2,0.12,0.03,220,244.51,2025-04-05,2025-04-09,2025-04-09,On Time
237206,237206,10,2,4.0,0.18,0.05,250,242.91,2023-09-18,2023-09-22,2023-09-24,On Time
237207,237207,8,9,6.0,0.32,0.09,300,336.37,2025-02-19,2025-02-25,2025-03-02,Late
237208,237208,1,4,2.5,0.08,0.02,180,207.96,2025-08-01,2025-08-04,2025-08-06,On Time
237209,237209,9,12,3.0,0.09,0.025,190,212.04,2023-11-17,2023-11-20,2023-11-21,On Time
237210,237210,10,15,4.0,0.18,0.05,250,289.47,2024-02-20,2024-02-24,2024-02-26,On Time
237211,237211,2,10,3.2,0.12,0.03,220,246.32,2023-08-09,2023-08-13,2023-08-13,On Time
237212,237212,1,14,2.5,0.08,0.02,180,154.94,2025-05-16,2025-05-19,2025-05-19,On Time
237213,237213,2,4,3.2,0.12,0.03,220,228.89,2023-01-10,2023-01-14,2023-01-16,On Time
237214,237214,1,11,2.5,0.08,0.02,180,194.26,2023-02-28,2023-03-03,2023-03-04,On Time
237215,237215,9,15,3.0,0.09,0.025,190,173.97,2024-01-31,2024-02-03,2024-02-03,On Time
237216,237216,3,14,4.8,0.24,0.07,260,252.1,2023-04-21,2023-04-26,,Failed
237217,237217,10,3,4.0,0.18,0.05,250,288.79,2025-03-15,2025-03-19,2025-03-21,On Time
237218,237218,4,12,2.8,0.1,0.03,200,184.85,2023-07-08,2023-07-11,2023-07-15,Late
237219,237219,6,5,2.2,0.06,0.015,240,214.22,2025-10-05,2025-10-08,2025-10-08,On Time
237220,237220,7,13,3.5,0.14,0.04,210,186.18,2023-12-01,2023-12-05,2023-12-13,Late
237221,237221,4,8,2.8,0.1,0.03,200,224.99,2023-08-08,2023-08-11,2023-08-11,On Time
237222,237222,2,11,3.2,0.12,0.03,220,268.04,2023-01-30,2023-02-03,2023-02-04,On Time
237223,237223,5,6,5.2,0.28,0.08,280,246.27,2023-04-21,2023-04-27,2023-04-27,On Time
237224,237224,3,1,4.8,0.24,0.07,260,269.97,2023-01-27,2023-02-01,2023-02-01,On Time
237225,237225,2,5,3.2,0.12,0.03,220,227.06,2023-01-07,2023-01-11,2023-01-13,On Time
237226,237226,4,12,2.8,0.1,0.03,200,228.41,2024-12-17,2024-12-20,2024-12-21,On Time
237227,237227,9,2,3.0,0.09,0.025,190,165.68,2025-09-11,2025-09-14,2025-09-15,On Time
237228,237228,8,15,6.0,0.32,0.09,300,287.17,2025-12-18,2025-12-24,2025-12-26,On Time
237229,237229,5,2,5.2,0.28,0.08,280,339.8,2025-09-07,2025-09-13,2025-09-13,On Time
237230,237230,8,8,6.0,0.32,0.09,300,277.92,2024-10-11,2024-10-17,2024-10-19,Late
237231,237231,9,12,3.0,0.09,0.025,190,180.3,2025-11-14,2025-11-17,2025-11-18,On Time
237232,237232,5,14,5.2,0.28,0.08,280,311.4,2024-09-27,2024-10-03,2024-10-09,Late
237233,237233,10,7,4.0,0.18,0.05,250,251.1,2023-05-06,2023-05-10,2023-05-12,On Time
237234,237234,8,6,6.0,0.32,0.09,300,318.05,2023-02-20,2023-02-26,2023-03-02,Late
237235,237235,2,1,3.2,0.12,0.03,220,233.67,2024-10-04,2024-10-08,2024-10-08,On Time
237236,237236,5,10,5.2,0.28,0.08,280,254.67,2025-02-13,2025-02-19,2025-02-21,On Time
237237,237237,1,2,2.5,0.08,0.02,180,168.47,2025-12-15,2025-12-18,2025-12-20,On Time
237238,237238,1,14,2.5,0.08,0.02,180,220.24,2025-02-28,2025-03-03,2025-03-05,On Time
237239,237239,10,12,4.0,0.18,0.05,250,238.18,2024-04-25,2024-04-29,2024-05-01,On Time
237240,237240,7,10,3.5,0.14,0.04,210,202.02,2024-03-28,2024-04-01,2024-04-03,On Time
237241,237241,6,8,2.2,0.06,0.015,240,208.83,2023-08-01,2023-08-04,2023-08-06,On Time
237242,237242,4,12,2.8,0.1,0.03,200,217.44,2025-05-06,2025-05-09,2025-05-11,On Time
237243,237243,4,14,2.8,0.1,0.03,200,234.78,2024-05-21,2024-05-24,2024-05-26,On Time
237244,237244,5,4,5.2,0.28,0.08,280,278.98,2024-07-25,2024-07-31,2024-08-01,On Time
237245,237245,9,1,3.0,0.09,0.025,190,168.33,2024-11-19,2024-11-22,,Failed
237246,237246,5,10,5.2,0.28,0.08,280,259.42,2023-02-06,2023-02-12,2023-02-12,On Time
237247,237247,8,8,6.0,0.32,0.09,300,333.19,2025-07-14,2025-07-20,2025-07-21,On Time
237248,237248,3,13,4.8,0.24,0.07,260,292.67,2023-01-07,2023-01-12,,Failed
237249,237249,9,15,3.0,0.09,0.025,190,220.99,2025-01-08,2025-01-11,2025-01-13,On Time
237250,237250,5,13,5.2,0.28,0.08,280,299.92,2023-03-25,2023-03-31,2023-03-31,On Time
237251,237251,2,1,3.2,0.12,0.03,220,256.77,2025-05-01,2025-05-05,2025-05-07,On Time
237252,237252,1,12,2.5,0.08,0.02,180,196.14,2023-05-15,2023-05-18,2023-05-19,On Time
237253,237253,6,6,2.2,0.06,0.015,240,262.23,2025-09-22,2025-09-25,2025-09-26,On Time
237254,237254,8,6,6.0,0.32,0.09,300,347.42,2025-05-14,2025-05-20,2025-05-21,On Time
237255,237255,5,13,5.2,0.28,0.08,280,292.06,2023-06-01,2023-06-07,2023-06-11,Late
237256,237256,9,9,3.0,0.09,0.025,190,227.01,2025-10-29,2025-11-01,,Failed
237257,237257,9,5,3.0,0.09,0.025,190,175.7,2023-11-25,2023-11-28,2023-11-29,On Time
237258,237258,5,9,5.2,0.28,0.08,280,242.17,2023-03-17,2023-03-23,2023-03-25,On Time
237259,237259,5,6,5.2,0.28,0.08,280,304.11,2023-10-28,2023-11-03,,Failed
237260,237260,7,13,3.5,0.14,0.04,210,258.38,2025-01-16,2025-01-20,2025-01-21,On Time
